Elapsed Time (s),Charge Ah,Velocity m/s,Solar Output W(dc),Battery Connection 
214200.0,12666280.0,24.0,0,0
214500.0,12572380.0,24.0,0,0
214800.0,12478480.0,24.0,0,0
215100.0,12384580.0,24.0,0,0
215400.0,12290680.0,24.0,0,0
215700.0,12196780.0,24.0,0,0
216000.0,12102880.0,24.0,0,0
216300.0,12008980.0,24.0,0,0
216600.0,11915080.0,24.0,0,0
216900.0,11821180.0,24.0,0,0
217200.0,11727280.0,24.0,0,0
217500.0,11633380.0,24.0,0,0
217800.0,11539480.0,24.0,0,0
218100.0,11445580.0,24.0,0,0
218400.0,11351680.0,24.0,0,0
218700.0,11257780.0,24.0,0,0
219000.0,11163880.0,24.0,0,0
219300.0,11069980.0,24.0,0,0
219600.0,10976080.0,24.0,0,0
219900.0,10882180.0,24.0,0,0
220200.0,10788280.0,24.0,0,0
220500.0,10694380.0,24.0,0,0
220800.0,10600480.0,24.0,0,0
221100.0,10506580.0,24.0,0,0
221400.0,10412680.0,24.0,0,0
221700.0,10318780.0,24.0,0,0
222000.0,10224880.0,24.0,0,0
222300.0,10130980.0,24.0,0,0
222600.0,10037080.0,24.0,0,0
222900.0,9943180.0,24.0,0,0
223200.0,10080400.0,0,0,0
223500.0,10275400.0,0,0,0
223800.0,10470400.0,0,0,0
224100.0,10665400.0,0,0,0
224400.0,10860400.0,0,0,0
224700.0,11055400.0,0,0,0
225000.0,11250400.0,0,0,0
225300.0,11445400.0,0,0,0
225600.0,11640400.0,0,0,0
225900.0,11835400.0,0,0,0
226200.0,12030400.0,0,0,0
226500.0,12225400.0,0,0,0
226800.0,12189280.0,24.0,0,0
227100.0,12095380.0,24.0,0,0
227400.0,12001480.0,24.0,0,0
227700.0,11907580.0,24.0,0,0
228000.0,11813680.0,24.0,0,0
228300.0,11719780.0,24.0,0,0
228600.0,11625880.0,24.0,0,0
228900.0,11531980.0,24.0,0,0
229200.0,11438080.0,24.0,0,0
229500.0,11344180.0,24.0,0,0
229800.0,11250280.0,24.0,0,0
230100.0,11156380.0,24.0,0,0
230400.0,11062480.0,24.0,0,0
230700.0,10968580.0,24.0,0,0
231000.0,10874680.0,24.0,0,0
231300.0,10780780.0,24.0,0,0
231600.0,10686880.0,24.0,0,0
231900.0,10592980.0,24.0,0,0
232200.0,10499080.0,24.0,0,0
232500.0,10405180.0,24.0,0,0
232800.0,10311280.0,24.0,0,0
233100.0,10217380.0,24.0,0,0
233400.0,10123480.0,24.0,0,0
233700.0,10029580.0,24.0,0,0
234000.0,9935680.0,24.0,0,0
234300.0,9841780.0,24.0,0,0
234600.0,9747880.0,24.0,0,0
234900.0,9653980.0,24.0,0,0
235200.0,9560080.0,24.0,0,0
235500.0,9466180.0,24.0,0,0
235800.0,9372280.0,24.0,0,0
236100.0,9278380.0,24.0,0,0
236400.0,9184480.0,24.0,0,0
236700.0,9090580.0,24.0,0,0
237000.0,8996680.0,24.0,0,0
237300.0,8902780.0,24.0,0,0
237600.0,8808880.0,24.0,0,0
237900.0,8714980.0,24.0,0,0
238200.0,8621080.0,24.0,0,0
238500.0,8527180.0,24.0,0,0
238800.0,8433280.0,24.0,0,0
239100.0,8339380.0,24.0,0,0
239400.0,8245480.0,24.0,0,0
239700.0,8151580.0,24.0,0,0
240000.0,8057680.0,24.0,0,0
240300.0,7963780.0,24.0,0,0
240600.0,7869880.0,24.0,0,0
240900.0,7775980.0,24.0,0,0
241200.0,7913200.0,0,0,0
241500.0,8108200.0,0,0,0
241800.0,8303200.0,0,0,0
242100.0,8498200.0,0,0,0
242400.0,8693200.0,0,0,0
242700.0,8888200.0,0,0,0
243000.0,9083200.0,0,0,0
243300.0,9278200.0,0,0,0
243600.0,9473200.0,0,0,0
243900.0,9668200.0,0,0,0
244200.0,9863200.0,0,0,0
244500.0,10058200.0,0,0,0
244800.0,10253200.0,0,0,0
245100.0,10448200.0,0,0,0
245400.0,10643200.0,0,0,0
245700.0,10838200.0,0,0,0
246000.0,11033200.0,0,0,0
246300.0,11228200.0,0,0,0
246600.0,11423200.0,0,0,0
246900.0,11618200.0,0,0,0
247200.0,11813200.0,0,0,0
247500.0,12008200.0,0,0,0
247800.0,12203200.0,0,0,0
248100.0,12398200.0,0,0,0
248400.0,12437200.0,0,0,0
248700.0,12437200.0,0,0,0
249000.0,12437200.0,0,0,0
249300.0,12437200.0,0,0,0
249600.0,12437200.0,0,0,0
249900.0,12437200.0,0,0,0
250200.0,12437200.0,0,0,0
250500.0,12437200.0,0,0,0
250800.0,12437200.0,0,0,0
251100.0,12437200.0,0,0,0
251400.0,12437200.0,0,0,0
251700.0,12437200.0,0,0,0
252000.0,12437200.0,0,0,0
252300.0,12437200.0,0,0,0
252600.0,12437200.0,0,0,0
252900.0,12437200.0,0,0,0
253200.0,12437200.0,0,0,0
253500.0,12437200.0,0,0,0
253800.0,12437200.0,0,0,0
254100.0,12437200.0,0,0,0
254400.0,12437200.0,0,0,0
254700.0,12437200.0,0,0,0
255000.0,12437200.0,0,0,0
255300.0,12437200.0,0,0,0
255600.0,12437200.0,0,0,0
255900.0,12437200.0,0,0,0
256200.0,12437200.0,0,0,0
256500.0,12437200.0,0,0,0
256800.0,12437200.0,0,0,0
257100.0,12437200.0,0,0,0
257400.0,12437200.0,0,0,0
257700.0,12437200.0,0,0,0
258000.0,12437200.0,0,0,0
258300.0,12437200.0,0,0,0
258600.0,12437200.0,0,0,0
258900.0,12437200.0,0,0,0
259200.0,12437200.0,0,0,0
259500.0,12437200.0,0,0,0
259800.0,12437200.0,0,0,0
260100.0,12437200.0,0,0,0
260400.0,12437200.0,0,0,0
260700.0,12437200.0,0,0,0
261000.0,12437200.0,0,0,0
261300.0,12437200.0,0,0,0
261600.0,12437200.0,0,0,0
261900.0,12437200.0,0,0,0
262200.0,12437200.0,0,0,0
262500.0,12437200.0,0,0,0
262800.0,12437200.0,0,0,0
263100.0,12437200.0,0,0,0
263400.0,12437200.0,0,0,0
263700.0,12437200.0,0,0,0
264000.0,12437200.0,0,0,0
264300.0,12437200.0,0,0,0
264600.0,12437200.0,0,0,0
264900.0,12437200.0,0,0,0
265200.0,12437200.0,0,0,0
265500.0,12437200.0,0,0,0
265800.0,12437200.0,0,0,0
266100.0,12437200.0,0,0,0
266400.0,12437200.0,0,0,0
266700.0,12437200.0,0,0,0
267000.0,12437200.0,0,0,0
267300.0,12437200.0,0,0,0
267600.0,12437200.0,0,0,0
267900.0,12437200.0,0,0,0
268200.0,12437200.0,0,0,0
268500.0,12437200.0,0,0,0
268800.0,12437200.0,0,0,0
269100.0,12437200.0,0,0,0
269400.0,12437200.0,0,0,0
269700.0,12437200.0,0,0,0
270000.0,12437200.0,0,0,0
270300.0,12437200.0,0,0,0
270600.0,12437200.0,0,0,0
270900.0,12437200.0,0,0,0
271200.0,12437200.0,0,0,0
271500.0,12437200.0,0,0,0
271800.0,12437200.0,0,0,0
272100.0,12437200.0,0,0,0
272400.0,12437200.0,0,0,0
272700.0,12437200.0,0,0,0
273000.0,12437200.0,0,0,0
273300.0,12437200.0,0,0,0
273600.0,12437200.0,0,0,0
273900.0,12437200.0,0,0,0
274200.0,12437200.0,0,0,0
274500.0,12437200.0,0,0,0
274800.0,12437200.0,0,0,0
275100.0,12437200.0,0,0,0
275400.0,12437200.0,0,0,0
275700.0,12437200.0,0,0,0
276000.0,12437200.0,0,0,0
276300.0,12437200.0,0,0,0
276600.0,12437200.0,0,0,0
276900.0,12437200.0,0,0,0
277200.0,12437200.0,0,0,0
277500.0,12437200.0,0,0,0
277800.0,12437200.0,0,0,0
278100.0,12437200.0,0,0,0
278400.0,12437200.0,0,0,0
278700.0,12437200.0,0,0,0
279000.0,12437200.0,0,0,0
279300.0,12437200.0,0,0,0
279600.0,12437200.0,0,0,0
279900.0,12437200.0,0,0,0
280200.0,12437200.0,0,0,0
280500.0,12437200.0,0,0,0
280800.0,12437200.0,0,0,0
281100.0,12437200.0,0,0,0
281400.0,12437200.0,0,0,0
281700.0,12437200.0,0,0,0
282000.0,12437200.0,0,0,0
282300.0,12437200.0,0,0,0
282600.0,12437200.0,0,0,0
282900.0,12437200.0,0,0,0
283200.0,12437200.0,0,0,0
283500.0,12437200.0,0,0,0
283800.0,12437200.0,0,0,0
284100.0,12437200.0,0,0,0
284400.0,12437200.0,0,0,0
284700.0,12437200.0,0,0,0
285000.0,12437200.0,0,0,0
285300.0,12437200.0,0,0,0
285600.0,12437200.0,0,0,0
285900.0,12437200.0,0,0,0
286200.0,12437200.0,0,0,0
286500.0,12437200.0,0,0,0
286800.0,12437200.0,0,0,0
287100.0,12437200.0,0,0,0
287400.0,12437200.0,0,0,0
287700.0,12437200.0,0,0,0
288000.0,12437200.0,0,0,0
288300.0,12437200.0,0,0,0
288600.0,12437200.0,0,0,0
288900.0,12437200.0,0,0,0
289200.0,12437200.0,0,0,0
289500.0,12437200.0,0,0,0
289800.0,12437200.0,0,0,0
290100.0,12437200.0,0,0,0
290400.0,12437200.0,0,0,0
290700.0,12437200.0,0,0,0
291000.0,12437200.0,0,0,0
291300.0,12437200.0,0,0,0
291600.0,12593200.0,0,0,0
291900.0,12788200.0,0,0,0
292200.0,12983200.0,0,0,0
292500.0,13178200.0,0,0,0
292800.0,13373200.0,0,0,0
293100.0,13568200.0,0,0,0
293400.0,13763200.0,0,0,0
293700.0,13958200.0,0,0,0
294000.0,14153200.0,0,0,0
294300.0,14348200.0,0,0,0
294600.0,14543200.0,0,0,0
294900.0,14738200.0,0,0,0
295200.0,14933200.0,0,0,0
295500.0,15128200.0,0,0,0
295800.0,15323200.0,0,0,0
296100.0,15518200.0,0,0,0
296400.0,15713200.0,0,0,0
296700.0,15908200.0,0,0,0
297000.0,16103200.0,0,0,0
297300.0,16298200.0,0,0,0
297600.0,16493200.0,0,0,0
297900.0,16688200.0,0,0,0
298200.0,16883200.0,0,0,0
298500.0,17078200.0,0,0,0
298800.0,17042080.0,24.0,0,0
299100.0,16948180.0,24.0,0,0
299400.0,16854280.0,24.0,0,0
299700.0,16760380.0,24.0,0,0
300000.0,16666480.0,24.0,0,0
300300.0,16572580.0,24.0,0,0
300600.0,16478680.0,24.0,0,0
300900.0,16384780.0,24.0,0,0
301200.0,16290880.0,24.0,0,0
301500.0,16196980.0,24.0,0,0
301800.0,16103080.0,24.0,0,0
302100.0,16009180.0,24.0,0,0
302400.0,15915280.0,24.0,0,0
302700.0,15821380.0,24.0,0,0
303000.0,15727480.0,24.0,0,0
303300.0,15633580.0,24.0,0,0
303600.0,15539680.0,24.0,0,0
303900.0,15445780.0,24.0,0,0
304200.0,15351880.0,24.0,0,0
304500.0,15257980.0,24.0,0,0
304800.0,15164080.0,24.0,0,0
305100.0,15070180.0,24.0,0,0
305400.0,14976280.0,24.0,0,0
305700.0,14882380.0,24.0,0,0
306000.0,14788480.0,24.0,0,0
306300.0,14694580.0,24.0,0,0
306600.0,14600680.0,24.0,0,0
306900.0,14506780.0,24.0,0,0
307200.0,14412880.0,24.0,0,0
307500.0,14318980.0,24.0,0,0
307800.0,14225080.0,24.0,0,0
308100.0,14131180.0,24.0,0,0
308400.0,14037280.0,24.0,0,0
308700.0,13943380.0,24.0,0,0
309000.0,13849480.0,24.0,0,0
309300.0,13755580.0,24.0,0,0
309600.0,13892800.0,0,0,0
309900.0,14087800.0,0,0,0
310200.0,14282800.0,0,0,0
310500.0,14477800.0,0,0,0
310800.0,14672800.0,0,0,0
311100.0,14867800.0,0,0,0
311400.0,15062800.0,0,0,0
311700.0,15257800.0,0,0,0
312000.0,15452800.0,0,0,0
312300.0,15647800.0,0,0,0
312600.0,15842800.0,0,0,0
312900.0,16037800.0,0,0,0
313200.0,16001680.0,24.0,0,0
313500.0,15907780.0,24.0,0,0
313800.0,15813880.0,24.0,0,0
314100.0,15719980.0,24.0,0,0
314400.0,15626080.0,24.0,0,0
314700.0,15532180.0,24.0,0,0
315000.0,15438280.0,24.0,0,0
315300.0,15344380.0,24.0,0,0
315600.0,15250480.0,24.0,0,0
315900.0,15156580.0,24.0,0,0
316200.0,15062680.0,24.0,0,0
316500.0,14968780.0,24.0,0,0
316800.0,14874880.0,24.0,0,0
317100.0,14780980.0,24.0,0,0
317400.0,14687080.0,24.0,0,0
317700.0,14593180.0,24.0,0,0
318000.0,14499280.0,24.0,0,0
318300.0,14405380.0,24.0,0,0
318600.0,14311480.0,24.0,0,0
318900.0,14217580.0,24.0,0,0
319200.0,14123680.0,24.0,0,0
319500.0,14029780.0,24.0,0,0
319800.0,13935880.0,24.0,0,0
320100.0,13841980.0,24.0,0,0
320400.0,13748080.0,24.0,0,0
320700.0,13654180.0,24.0,0,0
321000.0,13560280.0,24.0,0,0
321300.0,13466380.0,24.0,0,0
321600.0,13372480.0,24.0,0,0
321900.0,13278580.0,24.0,0,0
322200.0,13184680.0,24.0,0,0
322500.0,13090780.0,24.0,0,0
322800.0,12996880.0,24.0,0,0
323100.0,12902980.0,24.0,0,0
323400.0,12809080.0,24.0,0,0
323700.0,12715180.0,24.0,0,0
324000.0,12621280.0,24.0,0,0
324300.0,12527380.0,24.0,0,0
324600.0,12433480.0,24.0,0,0
324900.0,12339580.0,24.0,0,0
325200.0,12245680.0,24.0,0,0
325500.0,12151780.0,24.0,0,0
325800.0,12057880.0,24.0,0,0
326100.0,11963980.0,24.0,0,0
326400.0,11870080.0,24.0,0,0
326700.0,11776180.0,24.0,0,0
327000.0,11682280.0,24.0,0,0
327300.0,11588380.0,24.0,0,0
327600.0,11725600.0,0,0,0
327900.0,11920600.0,0,0,0
328200.0,12115600.0,0,0,0
328500.0,12310600.0,0,0,0
328800.0,12505600.0,0,0,0
329100.0,12700600.0,0,0,0
329400.0,12895600.0,0,0,0
329700.0,13090600.0,0,0,0
330000.0,13285600.0,0,0,0
330300.0,13480600.0,0,0,0
330600.0,13675600.0,0,0,0
330900.0,13870600.0,0,0,0
331200.0,14065600.0,0,0,0
331500.0,14260600.0,0,0,0
331800.0,14455600.0,0,0,0
332100.0,14650600.0,0,0,0
332400.0,14845600.0,0,0,0
332700.0,15040600.0,0,0,0
333000.0,15235600.0,0,0,0
333300.0,15430600.0,0,0,0
333600.0,15625600.0,0,0,0
333900.0,15820600.0,0,0,0
334200.0,16015600.0,0,0,0
334500.0,16210600.0,0,0,0
334800.0,16249600.0,0,0,0
335100.0,16249600.0,0,0,0
335400.0,16249600.0,0,0,0
335700.0,16249600.0,0,0,0
336000.0,16249600.0,0,0,0
336300.0,16249600.0,0,0,0
336600.0,16249600.0,0,0,0
336900.0,16249600.0,0,0,0
337200.0,16249600.0,0,0,0
337500.0,16249600.0,0,0,0
337800.0,16249600.0,0,0,0
338100.0,16249600.0,0,0,0
338400.0,16249600.0,0,0,0
338700.0,16249600.0,0,0,0
339000.0,16249600.0,0,0,0
339300.0,16249600.0,0,0,0
339600.0,16249600.0,0,0,0
339900.0,16249600.0,0,0,0
340200.0,16249600.0,0,0,0
340500.0,16249600.0,0,0,0
340800.0,16249600.0,0,0,0
341100.0,16249600.0,0,0,0
341400.0,16249600.0,0,0,0
341700.0,16249600.0,0,0,0
342000.0,16249600.0,0,0,0
342300.0,16249600.0,0,0,0
342600.0,16249600.0,0,0,0
342900.0,16249600.0,0,0,0
343200.0,16249600.0,0,0,0
343500.0,16249600.0,0,0,0
343800.0,16249600.0,0,0,0
344100.0,16249600.0,0,0,0
344400.0,16249600.0,0,0,0
344700.0,16249600.0,0,0,0
345000.0,16249600.0,0,0,0
345300.0,16249600.0,0,0,0
345600.0,16249600.0,0,0,0
345900.0,16249600.0,0,0,0
346200.0,16249600.0,0,0,0
346500.0,16249600.0,0,0,0
346800.0,16249600.0,0,0,0
347100.0,16249600.0,0,0,0
347400.0,16249600.0,0,0,0
347700.0,16249600.0,0,0,0
348000.0,16249600.0,0,0,0
348300.0,16249600.0,0,0,0
348600.0,16249600.0,0,0,0
348900.0,16249600.0,0,0,0
349200.0,16249600.0,0,0,0
349500.0,16249600.0,0,0,0
349800.0,16249600.0,0,0,0
350100.0,16249600.0,0,0,0
350400.0,16249600.0,0,0,0
350700.0,16249600.0,0,0,0
351000.0,16249600.0,0,0,0
351300.0,16249600.0,0,0,0
351600.0,16249600.0,0,0,0
351900.0,16249600.0,0,0,0
352200.0,16249600.0,0,0,0
352500.0,16249600.0,0,0,0
352800.0,16249600.0,0,0,0
353100.0,16249600.0,0,0,0
353400.0,16249600.0,0,0,0
353700.0,16249600.0,0,0,0
354000.0,16249600.0,0,0,0
354300.0,16249600.0,0,0,0
354600.0,16249600.0,0,0,0
354900.0,16249600.0,0,0,0
355200.0,16249600.0,0,0,0
355500.0,16249600.0,0,0,0
355800.0,16249600.0,0,0,0
356100.0,16249600.0,0,0,0
356400.0,16249600.0,0,0,0
356700.0,16249600.0,0,0,0
357000.0,16249600.0,0,0,0
357300.0,16249600.0,0,0,0
357600.0,16249600.0,0,0,0
357900.0,16249600.0,0,0,0
358200.0,16249600.0,0,0,0
358500.0,16249600.0,0,0,0
358800.0,16249600.0,0,0,0
359100.0,16249600.0,0,0,0
359400.0,16249600.0,0,0,0
359700.0,16249600.0,0,0,0
360000.0,16249600.0,0,0,0
360300.0,16249600.0,0,0,0
360600.0,16249600.0,0,0,0
360900.0,16249600.0,0,0,0
361200.0,16249600.0,0,0,0
361500.0,16249600.0,0,0,0
361800.0,16249600.0,0,0,0
362100.0,16249600.0,0,0,0
362400.0,16249600.0,0,0,0
362700.0,16249600.0,0,0,0
363000.0,16249600.0,0,0,0
363300.0,16249600.0,0,0,0
363600.0,16249600.0,0,0,0
363900.0,16249600.0,0,0,0
364200.0,16249600.0,0,0,0
364500.0,16249600.0,0,0,0
364800.0,16249600.0,0,0,0
365100.0,16249600.0,0,0,0
365400.0,16249600.0,0,0,0
365700.0,16249600.0,0,0,0
366000.0,16249600.0,0,0,0
366300.0,16249600.0,0,0,0
366600.0,16249600.0,0,0,0
366900.0,16249600.0,0,0,0
367200.0,16249600.0,0,0,0
367500.0,16249600.0,0,0,0
367800.0,16249600.0,0,0,0
368100.0,16249600.0,0,0,0
368400.0,16249600.0,0,0,0
368700.0,16249600.0,0,0,0
369000.0,16249600.0,0,0,0
369300.0,16249600.0,0,0,0
369600.0,16249600.0,0,0,0
369900.0,16249600.0,0,0,0
370200.0,16249600.0,0,0,0
370500.0,16249600.0,0,0,0
370800.0,16249600.0,0,0,0
371100.0,16249600.0,0,0,0
371400.0,16249600.0,0,0,0
371700.0,16249600.0,0,0,0
372000.0,16249600.0,0,0,0
372300.0,16249600.0,0,0,0
372600.0,16249600.0,0,0,0
372900.0,16249600.0,0,0,0
373200.0,16249600.0,0,0,0
373500.0,16249600.0,0,0,0
373800.0,16249600.0,0,0,0
374100.0,16249600.0,0,0,0
374400.0,16249600.0,0,0,0
374700.0,16249600.0,0,0,0
375000.0,16249600.0,0,0,0
375300.0,16249600.0,0,0,0
375600.0,16249600.0,0,0,0
375900.0,16249600.0,0,0,0
376200.0,16249600.0,0,0,0
376500.0,16249600.0,0,0,0
376800.0,16249600.0,0,0,0
377100.0,16249600.0,0,0,0
377400.0,16249600.0,0,0,0
377700.0,16249600.0,0,0,0
378000.0,16405600.0,0,0,0
378300.0,16600600.0,0,0,0
378600.0,16795600.0,0,0,0
378900.0,16990600.0,0,0,0
379200.0,17185600.0,0,0,0
379500.0,17380600.0,0,0,0
379800.0,17575600.0,0,0,0
380100.0,17770600.0,0,0,0
380400.0,17965600.0,0,0,0
380700.0,18160600.0,0,0,0
381000.0,18355600.0,0,0,0
381300.0,18550600.0,0,0,0
381600.0,18745600.0,0,0,0
381900.0,18940600.0,0,0,0
382200.0,19135600.0,0,0,0
382500.0,19330600.0,0,0,0
382800.0,19525600.0,0,0,0
383100.0,19720600.0,0,0,0
383400.0,19915600.0,0,0,0
383700.0,20110600.0,0,0,0
384000.0,20305600.0,0,0,0
384300.0,20500600.0,0,0,0
384600.0,20695600.0,0,0,0
384900.0,20890600.0,0,0,0
385200.0,20854480.0,24.0,0,0
385500.0,20760580.0,24.0,0,0
385800.0,20666680.0,24.0,0,0
386100.0,20572780.0,24.0,0,0
386400.0,20478880.0,24.0,0,0
386700.0,20384980.0,24.0,0,0
387000.0,20291080.0,24.0,0,0
387300.0,20197180.0,24.0,0,0
387600.0,20103280.0,24.0,0,0
387900.0,20009380.0,24.0,0,0
388200.0,19915480.0,24.0,0,0
388500.0,19821580.0,24.0,0,0
388800.0,19727680.0,24.0,0,0
389100.0,19633780.0,24.0,0,0
389400.0,19539880.0,24.0,0,0
389700.0,19445980.0,24.0,0,0
390000.0,19352080.0,24.0,0,0
390300.0,19258180.0,24.0,0,0
390600.0,19164280.0,24.0,0,0
390900.0,19070380.0,24.0,0,0
391200.0,18976480.0,24.0,0,0
391500.0,18882580.0,24.0,0,0
391800.0,18788680.0,24.0,0,0
392100.0,18694780.0,24.0,0,0
392400.0,18600880.0,24.0,0,0
392700.0,18506980.0,24.0,0,0
393000.0,18413080.0,24.0,0,0
393300.0,18319180.0,24.0,0,0
393600.0,18225280.0,24.0,0,0
393900.0,18131380.0,24.0,0,0
394200.0,18037480.0,24.0,0,0
394500.0,17943580.0,24.0,0,0
394800.0,17849680.0,24.0,0,0
395100.0,17755780.0,24.0,0,0
395400.0,17661880.0,24.0,0,0
395700.0,17567980.0,24.0,0,0
396000.0,17705200.0,0,0,0
396300.0,17900200.0,0,0,0
396600.0,18095200.0,0,0,0
396900.0,18290200.0,0,0,0
397200.0,18485200.0,0,0,0
397500.0,18680200.0,0,0,0
397800.0,18875200.0,0,0,0
398100.0,19070200.0,0,0,0
398400.0,19265200.0,0,0,0
398700.0,19460200.0,0,0,0
399000.0,19655200.0,0,0,0
399300.0,19850200.0,0,0,0
399600.0,19814080.0,24.0,0,0
399900.0,19720180.0,24.0,0,0
400200.0,19626280.0,24.0,0,0
400500.0,19532380.0,24.0,0,0
400800.0,19438480.0,24.0,0,0
401100.0,19344580.0,24.0,0,0
401400.0,19250680.0,24.0,0,0
401700.0,19156780.0,24.0,0,0
402000.0,19062880.0,24.0,0,0
402300.0,18968980.0,24.0,0,0
402600.0,18875080.0,24.0,0,0
402900.0,18781180.0,24.0,0,0
403200.0,18687280.0,24.0,0,0
403500.0,18593380.0,24.0,0,0
403800.0,18499480.0,24.0,0,0
404100.0,18405580.0,24.0,0,0
404400.0,18311680.0,24.0,0,0
404700.0,18217780.0,24.0,0,0
405000.0,18123880.0,24.0,0,0
405300.0,18029980.0,24.0,0,0
405600.0,17936080.0,24.0,0,0
405900.0,17842180.0,24.0,0,0
406200.0,17748280.0,24.0,0,0
406500.0,17654380.0,24.0,0,0
406800.0,17560480.0,24.0,0,0
407100.0,17466580.0,24.0,0,0
407400.0,17372680.0,24.0,0,0
407700.0,17278780.0,24.0,0,0
408000.0,17184880.0,24.0,0,0
408300.0,17090980.0,24.0,0,0
408600.0,16997080.0,24.0,0,0
408900.0,16903180.0,24.0,0,0
409200.0,16809280.0,24.0,0,0
409500.0,16715380.0,24.0,0,0
409800.0,16621480.0,24.0,0,0
410100.0,16527580.0,24.0,0,0
410400.0,16433680.0,24.0,0,0
410700.0,16339780.0,24.0,0,0
411000.0,16245880.0,24.0,0,0
411300.0,16151980.0,24.0,0,0
411600.0,16058080.0,24.0,0,0
411900.0,15964180.0,24.0,0,0
412200.0,15870280.0,24.0,0,0
412500.0,15776380.0,24.0,0,0
